image_id,feature_value,feature_name,label
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.17333110748568004,std,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,92.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,92.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,9.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,92.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,83.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,-0.080661661865335,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.03376966327537022,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.015960470677764564,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.9258737532878355,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,4.3764600628382055e-05,R,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.4358308300395257,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.18099215020499682,std,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,105.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,101.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,3.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,101.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,98.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,-0.07927320673977628,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.033929277221199115,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.008087971109062788,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.9241395957164049,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,1.597057903801602e-05,R,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.3598870588235294,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.14641343145826274,std,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,89.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,89.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,21.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,89.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,68.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,-0.0418865852346261,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.014546020342470215,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.013320180661591697,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.8529510756360608,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,3.665191179780258e-05,R,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.2836768,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.15643281716557353,std,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,65.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,43.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,42.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,43.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,1.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,-0.02112483294486573,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.005797211229946262,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.00972608765952,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.8961077167927443,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,2.1992046259300402e-05,R,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.5724509090909091,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.3352531544098849,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,93.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,94.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,2.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,94.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,92.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,-0.25396494001223946,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.13923076474181784,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.04039704034380165,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,1.1244979662132548,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.00012105533685236036,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,1.274836842105263,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,1.6702338803976697,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,90.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,70.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,70.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,69.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,-5.595815804283507,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,6.647176111630785,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,0.31071325606648204,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,1.5713499300660794,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,0.0010395117534689469,R,no_pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.554303743315508,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.24981366114151007,std,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,105.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,117.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,3.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,117.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,114.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,-0.21464215591954347,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.11577577037743372,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.020749024820841316,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,1.0788584208203873,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,5.245136978815346e-05,R,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.4599984126984127,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.11790827364721078,std,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,115.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,116.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,4.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,116.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,112.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,-0.08809931791393859,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.03903239167137519,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.017850097616528095,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.8045112054637641,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,5.3976990585291595e-05,R,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.42682559999999997,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.24899328186159692,std,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,91.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,93.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,42.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,93.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,51.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,-0.07575293786400589,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.03180715965863402,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.0072494350336,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.9553014808382716,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,1.2317953866136655e-05,R,pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,2.0957739130434785,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,2.9593994989180255,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,148.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,152.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,152.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,151.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,-28.02214633090154,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,55.11220734141119,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,0.5049022282041589,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,1.4913947567872978,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,0.0017591344141237863,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,1.20453,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,1.4858546472964644,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,96.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,99.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,99.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,98.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,-3.318858940531344,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,3.4169511911437245,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,0.6419775488000001,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,1.0574498942325714,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,0.0023459583380861515,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.4076362139917695,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.1278498928103785,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,107.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,114.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,4.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,114.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,110.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,-0.06462632168104303,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.02550732894655918,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.014114196283086928,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.866647969662317,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,3.819703235341532e-05,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,1.6689142857142858,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,2.351040917171742,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,109.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,84.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,84.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,83.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,-14.804721258545129,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,23.608942099426187,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,0.27661006889795914,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,1.7691543702547001,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img178.jpg,0.0008756589982732432,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,0.7549145098039216,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,0.3543373381808957,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,251.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,255.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,70.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,255.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,185.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,-0.30776652938948806,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,0.21786697853321632,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,0.10216395701591695,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,0.6751218570965953,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img769.jpg,0.00038355208794249585,R,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,0.39600478087649404,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,0.1784469475899655,std,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,96.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,103.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,6.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,103.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,97.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,-0.05896608374727233,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,0.02281189895195884,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,0.00961412423040904,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,0.9127561308799037,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img1001.jpg,2.168193873397506e-05,R,pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,2.33072,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,3.961387205114344,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,130.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,134.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,134.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,133.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,-47.50011925979621,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,103.25546701939604,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,0.763294000661157,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,1.6566732739361347,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img383.jpg,0.0026440292538689736,R,no_pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,0.42196679841897233,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,0.18849822168157707,std,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,101.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,97.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,3.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,97.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,94.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,-0.07212397318917776,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,0.029911064890795265,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,0.0074788996397381615,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,0.9367537057861327,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img47.jpg,1.3591463943862792e-05,R,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,0.4422272727272727,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,0.1774469195362696,std,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,93.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,90.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,5.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,90.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,85.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,-0.0910990765862976,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,0.039005805650896716,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,0.01701856179834711,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,0.9533468783292015,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img898.jpg,4.581550084370445e-05,R,pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,0.7813417721518987,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,0.3905592203789154,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,121.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,121.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,121.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,120.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,-0.5858436961353288,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,0.41993092432290746,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,0.1151803863227047,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,0.8773496815232983,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img418.jpg,0.00040969777994159795,R,no_pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,0.4805228215767635,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,0.19350537339964022,std,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,112.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,130.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,2.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,130.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,128.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,-0.11215952986249199,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,0.05301943969413112,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,0.00840037900173895,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,0.9638807811678292,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img167.jpg,1.5596402811790533e-05,R,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,1.5030488888888889,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,1.647237481248359,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,136.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,136.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,1.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,136.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,135.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,-6.844261249549941,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,9.236956874110891,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,0.4770295858567901,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,1.0291714720566458,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1110.jpg,0.0017369178966530896,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,0.3662110236220472,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,0.2216098536424121,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,83.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,82.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,127.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,82.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,-45.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,-0.04593634387310777,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,0.016418258546443312,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,0.009183572804265608,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,0.9130260271586448,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img625.jpg,2.037288520373437e-05,R,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,0.45710666666666666,mean,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,0.24750724795541434,std,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,92.0,median,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,56.0,mode,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,5.0,min,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,56.0,max,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,51.0,range,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,-0.09764838975868567,skewness,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,0.044013014715419393,kurtosis,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,0.006864167822222222,uniformity,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,0.9941949397796856,entropy,pools
..\data\datasets\yacine\original_splits\train\pools\img1183.jpg,9.451955104156085e-06,R,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,0.8718111801242237,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,0.4498496346081232,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,139.0,median,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,122.0,mode,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,2.0,min,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,122.0,max,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,120.0,range,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,-0.9819032394572635,skewness,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,0.8363269136089226,kurtosis,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,0.032329846039890434,uniformity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,1.1652467417335095,entropy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1471.jpg,8.770201024055346e-05,R,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1376.jpg,0.7570523076923077,mean,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1376.jpg,0.5733693623503829,std,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1376.jpg,98.0,median,no_pools
