image_id,feature_name,feature_value,label
..\data\datasets\yacine\original_splits\train\pools\img1479.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img835.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img3.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img84.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img849.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img286.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1498.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img155.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img103.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img864.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img334.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img649.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1137.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img253.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1207.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img288.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1200.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1505.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1415.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img418.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1231.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img335.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img623.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img729.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1306.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img300.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1043.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1445.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img458.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1523.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img753.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img890.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img734.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1145.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img271.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img989.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img370.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img454.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img267.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img28.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1193.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1524.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img786.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1188.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img274.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img72.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img564.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img516.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img198.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img151.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img18.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1152.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1355.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img457.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img98.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img727.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1296.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img929.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img296.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img607.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1192.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img339.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img147.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img497.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img961.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img257.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img75.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img777.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img451.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img388.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img212.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1343.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img657.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img666.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img347.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1005.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img347.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img415.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1318.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img109.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img964.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img94.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img362.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img633.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img274.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1394.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img776.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img37.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1061.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img332.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img678.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img611.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img665.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img695.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1563.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1013.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img885.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img337.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img797.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1391.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1497.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img324.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1129.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img372.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img108.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img58.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img714.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img428.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1443.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1321.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img599.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1046.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img936.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img580.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1483.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img652.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img815.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img143.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img77.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1345.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1340.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img507.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img501.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img732.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img129.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img186.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img675.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img790.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img979.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img817.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1373.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img4.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img866.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1323.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img892.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img196.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img524.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img305.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img137.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img903.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img857.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1091.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img22.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img651.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img554.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1410.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img381.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img765.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img468.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1297.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1135.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img69.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img177.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img6.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1148.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1054.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img208.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img222.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1204.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1047.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img867.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img679.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img53.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img10.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1001.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img4.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img336.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img154.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img502.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1380.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img783.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1443.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1249.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img604.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1349.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img630.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1527.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img138.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img312.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img318.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img123.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img857.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img239.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img488.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img863.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1116.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img673.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img779.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img224.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img596.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1117.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img618.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img174.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img315.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img517.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img641.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img605.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img173.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1492.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img774.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img730.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img895.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img272.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img384.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1406.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img880.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1003.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img303.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img478.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1149.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img131.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img612.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img685.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img549.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1166.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img522.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\pools\img1043.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img132.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img382.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1083.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img301.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1482.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img661.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1217.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img811.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img293.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img85.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1370.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img744.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img86.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img871.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img944.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1045.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img380.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1042.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img13.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img86.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img741.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1323.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img593.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img880.jpg,has_blue,0,pools
..\data\datasets\yacine\original_splits\train\no_pools\img562.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1401.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img777.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img811.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1374.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1562.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img901.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img9.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1504.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1432.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1469.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img62.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img727.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img560.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img770.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img387.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img62.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img865.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img681.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1127.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img721.jpg,has_blue,1,no_pools
..\data\datasets\yacine\original_splits\train\pools\img889.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\pools\img1222.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img634.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1381.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\pools\img1472.jpg,has_blue,1,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1219.jpg,has_blue,0,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img907.jpg,has_blue,0,no_pools
